id,color,flex,length,tensity,N
1302,3,40,61,213,11
1303,4,43,64,214,12
1304,4,37,61,218,12
1305,4,41,64,223,12
1306,3,36,63,186,11
1307,3,37,59,208,11
1308,3,38,62,195,11
1309,4,39,65,223,12
1310,3,37,64,191,11
1311,4,40,65,199,12
1312,3,40,63,200,11
1313,3,41,67,216,12
1314,3,33,63,203,11
1315,3,36,65,208,11
1316,4,36,65,203,12
1317,3,38,61,187,11
1318,3,32,63,162,10
1319,3,35,61,183,11
1320,3,41,62,210,11
1321,4,34,61,186,11
1322,3,32,63,213,11
1323,4,47,65,222,12
1324,3,39,61,190,11
1325,4,34,64,216,12
1329,4,41,57,155,11
1330,3,37,61,205,11
1331,3,41,57,162,10
1332,3,44,59,181,11
1333,3,34,64,156,10
1334,3,38,70,163,11
1335,3,29,65,208,11
1336,3,36,63,186,11
1337,3,41,64,214,11
1338,4,38,63,208,12
1339,3,39,62,206,11
1340,3,33,62,206,11
1341,3,43,60,193,11
1342,2,34,64,202,10
1343,3,43,61,183,11
1344,4,32,64,234,12
1345,3,31,63,199,11
1346,4,42,65,210,12
1347,4,37,64,218,12
1348,4,45,65,210,12
1349,3,36,62,203,11
1350,4,38,64,212,12
1351,4,37,64,212,12
1352,3,41,65,215,12
1353,3,37,61,204,11
1354,3,38,60,203,11
1355,3,44,60,181,11
1356,3,35,64,198,11
1357,3,35,62,227,11
1358,4,40,62,220,12
1359,4,35,64,214,12
1360,3,38,59,200,11
1361,3,42,60,196,11
1362,3,34,63,209,11
1363,3,27,57,180,10
1364,3,39,64,192,11
1365,3,34,63,187,11
1366,2,36,60,176,10
1367,3,38,63,190,11
1368,3,42,60,194,11
1369,3,40,59,170,10
1370,3,40,65,221,12
1371,4,45,63,220,12
1372,3,35,61,198,11
1373,4,41,61,206,12
1374,4,43,62,216,12
1375,3,32,62,201,11
1376,3,42,61,166,11
1377,4,42,62,200,12
1378,3,35,62,202,11
1379,3,42,64,213,11
1380,4,31,67,210,12
1381,4,32,61,198,11
1382,3,37,61,196,11
1383,3,35,59,210,11
1384,4,40,65,221,12
1385,2,27,59,198,NA
1386,4,30,63,240,12
1387,3,32,61,200,11
1388,4,36,64,202,12
1389,4,45,65,222,12
1390,3,32,62,183,11
1391,3,38,62,209,11
1392,3,36,62,212,11
1393,3,37,63,200,11
1394,4,36,62,214,12
1395,4,33,57,215,11
1396,3,41,60,198,11
1397,4,36,63,222,12
1398,2,40,70,204,11
1399,3,44,69,212,12
1400,3,48,59,230,11
1401,3,35,61,193,11
1402,3,35,61,204,11
1403,4,45,63,217,12
1404,4,35,63,183,11
1405,3,36,61,215,11
1406,3,32,61,190,11
1407,4,38,64,227,12
1408,4,38,62,215,12
1409,3,43,61,185,11
1410,3,32,64,194,11
1411,4,37,64,213,12
1412,3,34,63,205,11
1413,3,29,63,190,11
1414,4,38,62,210,12
1415,3,36,61,170,11
1416,4,41,62,215,12
1417,4,39,64,210,12
1418,3,41,61,210,11
1419,4,36,62,228,12
1420,3,38,60,190,11
1421,3,34,65,200,11
1422,4,35,61,231,12
1423,4,33,63,227,12
1424,3,31,62,192,11
1425,3,43,61,218,11
1426,3,41,61,240,11
1427,4,38,65,217,12
1428,4,38,61,207,11
1429,3,36,59,222,11
1430,3,37,59,179,10
1431,3,37,59,203,11
1432,3,42,65,177,11
1433,3,36,63,208,11
1434,4,42,62,210,12
1435,4,36,62,217,12
1436,3,34,63,209,11
1437,3,36,57,247,11
1438,3,36,64,193,11
1439,3,35,62,177,11
1440,4,32,63,242,12
1441,3,35,64,194,11
1442,3,38,64,186,11
1443,4,43,62,208,12
1444,3,39,60,208,11
1445,3,40,60,195,11
1446,3,39,63,253,12
1447,3,42,61,269,12
1448,3,43,61,218,11
1449,3,33,61,167,10
1450,4,40,63,206,12
1451,4,39,62,202,12
1452,3,42,64,227,12
1453,3,40,67,171,11
1454,3,38,59,200,11
1455,3,37,62,199,11
1456,3,39,64,207,11
1457,3,40,66,230,12
1458,2,36,56,183,9
1459,3,38,62,205,11
1460,3,42,63,195,11
1461,3,33,61,193,11
1462,4,38,62,209,12
1463,3,39,65,199,11
1464,4,37,65,211,12
1465,3,35,61,202,11
1466,3,35,61,197,11
1467,3,37,61,215,11
1468,4,38,64,222,12
1469,3,39,61,225,11
1470,4,38,63,222,12
1471,3,39,63,253,12
1472,3,40,60,208,11
1473,4,42,64,221,12
1474,3,39,66,216,12
1475,4,43,63,219,12
1476,3,31,61,194,11
1477,3,39,62,207,11
1478,3,43,60,224,11
1479,4,35,63,215,12
1480,4,40,65,211,12
1481,4,40,63,233,12
1482,3,37,60,205,11
1483,3,35,62,207,11
1485,3,40,62,284,12
1486,3,35,63,188,11
1487,3,38,64,207,11
1488,3,38,60,200,11
1489,3,42,65,213,12
1490,3,47,64,245,12
1491,3,37,61,184,11
1492,4,38,63,217,12
1493,3,39,62,179,11
1494,3,48,57,186,11
1495,3,32,62,199,11
1496,4,36,62,218,12
1497,2,38,64,241,11
1498,4,26,63,192,11
1499,4,36,63,207,12
1500,4,40,61,220,12
1501,3,36,63,256,12
1502,4,41,64,225,12
1503,4,38,60,205,11
1504,3,36,62,200,11
1505,3,33,61,217,11
1506,3,32,63,207,11
1507,3,41,61,197,11
1508,3,36,62,216,11
1509,4,34,61,235,12
1510,3,38,59,196,11
1511,3,35,62,202,11
1512,3,35,60,206,11
1513,4,37,62,211,12
1514,3,26,65,201,11
1515,3,36,64,190,11
1516,3,35,63,218,11
1517,3,35,61,207,11
1518,4,39,62,202,12
1519,2,34,60,169,10
1520,3,37,61,195,11
1521,3,37,60,210,11
1522,2,35,60,185,10
1523,3,39,62,192,11
1524,3,37,63,210,11
1525,3,36,61,209,11
1526,4,43,64,208,12
1527,2,46,62,172,11
1528,3,38,59,213,11
1529,3,37,60,201,11
1530,4,37,62,210,12
1531,3,39,63,192,11
1532,3,38,61,192,11
1533,3,41,59,184,11
1534,3,43,64,235,12
1535,3,37,64,181,11
1536,3,35,62,223,11
1537,4,40,61,208,12
1538,4,43,64,213,12
1539,3,37,61,205,11
1540,3,39,62,186,11
1541,3,36,62,201,11
1542,3,40,66,213,12
1543,4,44,63,206,12
1544,4,42,61,194,12
1545,3,39,65,211,11
1546,3,33,62,203,11
1547,3,31,61,207,11
1548,3,49,62,201,12
1549,3,35,63,201,11
1550,4,35,64,219,12
1551,3,39,63,200,11
1552,3,34,65,188,11
1553,3,32,68,199,11
1554,4,39,61,206,12
1555,4,39,65,217,12
1556,4,36,62,214,12
1557,3,36,61,193,11
1558,3,36,62,198,11
1559,3,34,63,183,11
1560,3,40,65,210,11
1561,3,45,60,240,11
1562,4,32,65,237,12
1563,3,48,61,195,11
1564,4,46,63,218,12
1566,3,40,62,197,11
1567,3,24,66,231,11
1568,3,36,61,206,11
1569,3,35,63,199,11
1570,3,33,61,193,11
1571,4,38,63,215,12
1572,4,38,62,205,12
1573,3,35,61,209,11
1574,3,39,64,207,11
1575,4,41,62,197,12
1576,3,42,57,185,10
1577,3,40,61,210,11
1578,3,41,63,188,11
1579,3,31,66,183,11
1580,4,38,63,208,12
1581,3,34,62,219,11
1582,3,40,62,194,11
1583,4,47,65,239,13
1584,4,39,66,223,12
1585,4,40,61,213,12
1586,4,34,57,196,11
1587,3,38,60,200,11
1588,4,36,64,210,12
1589,3,34,61,191,11
1590,3,35,63,207,11
1591,4,38,65,213,12
1592,3,35,63,214,11
1594,3,43,55,152,10
1595,4,36,57,179,11
1596,3,41,64,226,12
1597,4,37,62,209,12
1598,3,38,61,192,11
1599,4,33,61,172,11
1601,3,37,62,202,11
1602,4,35,65,213,12
1603,3,39,62,208,11
1604,3,34,63,193,11
1605,3,37,62,193,11
1606,4,38,63,205,12
1607,4,43,63,212,12
1608,3,37,63,195,11
1609,4,37,63,210,12
1610,4,35,64,207,12
1611,4,27,62,187,11
1612,3,36,62,214,11
1613,3,40,62,199,11
1614,3,36,62,205,11
1615,3,36,63,205,11
1616,3,36,60,205,11
1617,4,43,64,223,12
1618,3,37,59,227,11
1619,3,31,63,201,11
1620,4,40,64,214,12
1621,3,38,61,170,11
1622,4,46,64,214,12
1623,4,35,66,208,12
1624,4,34,60,187,11
1625,3,39,63,190,11
1626,3,37,63,196,11
1627,3,34,62,206,11
1628,4,36,63,221,12
1629,4,37,63,204,12
1630,3,34,62,176,11
1631,4,36,63,223,12
1632,4,42,64,174,12
1633,2,46,63,226,11
1634,3,37,63,199,11
1635,2,30,59,198,10
1636,3,41,63,211,11
1637,3,37,60,195,11
1638,4,36,64,227,12
1639,3,39,69,195,12
1640,4,35,65,212,12
1641,3,36,58,190,10
1642,3,36,63,202,11
1643,3,36,61,196,11
1644,3,35,61,191,11
1646,3,32,61,191,11
1647,4,32,59,181,11
1648,4,39,62,203,12
1649,3,35,62,210,11
1650,4,37,64,217,12
1651,3,32,62,185,11
1652,3,34,62,202,11
1653,3,35,61,194,11
1654,3,37,62,185,11
1655,3,34,62,199,11
1656,3,34,65,208,11
1657,3,37,62,197,11
1658,3,37,63,205,11
1659,4,39,65,210,12
1660,3,34,62,203,11
1661,4,37,61,216,12
1662,4,37,63,209,12
1663,4,38,63,214,12
1664,4,39,57,177,11
1665,4,37,62,213,12
1666,3,38,62,191,11
1667,3,39,62,197,11
1668,3,47,59,176,11
1669,2,32,64,244,11
1670,3,39,63,197,11
1671,4,39,63,208,12
1672,4,39,63,219,12
1673,3,36,62,202,11
1674,3,35,63,208,11
1675,4,36,63,211,12
1676,3,37,58,208,11
1677,4,35,64,222,12
1678,3,35,59,212,11
1679,3,36,61,210,11
1681,3,33,61,184,11
1682,3,38,68,183,11
1683,3,35,61,197,11
1684,4,36,64,211,12
1685,3,36,61,189,11
1686,3,38,61,174,11
1687,3,32,64,226,11
1688,3,37,61,196,11
1689,4,38,65,214,12
1690,4,35,63,216,12
1691,3,37,61,188,11
1692,3,35,60,175,10
1693,2,31,66,270,11
1694,4,39,63,213,12
1695,4,37,63,222,12
1696,3,36,61,199,11
1697,3,35,62,197,11
1698,3,37,62,194,11
1699,3,34,62,205,11
1700,4,50,64,218,12
1701,3,35,63,201,11
1702,3,32,69,210,12
1703,4,41,62,206,12
1704,3,37,61,204,11
1705,4,45,63,212,12
1706,3,34,65,204,11
1707,4,44,66,211,12
1708,3,37,61,194,11
1709,3,41,59,193,11
1710,4,40,64,214,12
1711,3,39,64,233,12
1712,3,29,72,201,12
1713,3,36,63,210,11
1714,3,35,63,191,11
1715,3,37,62,181,11
1716,4,40,64,207,12
1717,3,35,61,197,11
1718,3,33,62,193,11
1719,4,36,63,208,12
1720,4,36,65,208,12
1721,3,34,64,206,11
1722,3,39,60,197,11
1723,4,38,65,208,12
1724,3,37,61,192,11
1725,3,40,60,210,11
1726,3,39,59,199,11
1727,3,38,64,191,11
1728,3,35,62,202,11
1729,4,35,64,220,12
1730,3,33,63,174,11
1731,3,39,62,206,11
1732,3,31,63,203,11
1733,3,32,61,207,11
1734,3,38,63,194,11
1735,3,37,60,194,11
1736,3,33,61,206,11
1737,3,38,62,211,11
1738,4,43,64,226,12
1739,3,37,62,215,11
1740,3,35,61,191,11
1741,3,45,60,237,11
1742,3,36,62,196,11
1743,4,35,64,225,12
1744,3,41,61,199,11
1745,4,37,64,220,12
1746,2,35,59,181,10
1747,4,41,65,214,12
1748,3,35,61,186,11
1749,4,35,64,208,12
1750,3,39,62,210,11
1751,4,43,64,222,12
1752,3,40,62,216,11
1753,3,30,62,202,11
1754,3,34,63,182,11
1755,3,33,63,205,11
1756,4,38,64,220,12
1757,3,37,60,209,11
1758,2,33,59,197,10
1759,4,36,61,225,12
1760,3,36,62,202,11
1761,4,37,63,204,12
1762,4,42,62,200,12
1763,3,36,60,199,11
1764,4,44,62,218,12
1765,3,36,60,201,11
1766,3,41,64,223,12
1767,3,32,65,220,11
1768,3,36,62,206,11
1769,4,41,64,216,12
1770,4,33,62,258,12
1771,4,40,64,219,12
1772,3,37,61,174,11
1773,4,42,65,214,12
1774,4,36,66,239,12
1775,4,36,63,219,12
1776,3,49,58,182,11
1777,3,35,62,189,11
1778,4,38,60,181,11
1780,3,42,67,222,12
1781,3,38,61,187,11
1782,3,35,61,205,11
1783,3,42,63,219,11
1784,3,34,61,181,11
1785,3,38,61,203,11
1786,2,40,68,186,11
1787,4,34,65,207,12
1788,4,41,64,240,12
1789,3,32,62,182,11
1790,4,31,61,187,11
1791,4,38,64,219,12
1792,3,31,63,232,11
1793,4,28,62,213,11
1794,4,34,60,191,11
1795,4,36,65,216,12
1796,3,34,62,194,11
1797,3,38,60,191,11
1798,4,37,63,206,12
1799,3,36,63,206,11
1800,3,34,62,207,11
1801,3,33,64,204,11
1802,4,36,64,228,12
1803,4,36,62,222,12
1804,4,38,62,220,12
1805,3,35,65,190,11
1806,3,44,60,182,11
1807,3,31,64,193,11
1808,4,37,60,187,11
1809,3,41,61,183,11
1810,3,33,63,205,11
1811,4,40,62,204,12
1812,3,38,61,194,11
1813,3,35,61,198,11
1814,4,39,61,206,12
1815,3,36,65,189,11
1816,3,32,61,192,11
1817,3,39,62,208,11
1818,4,40,65,211,12
1819,4,41,64,215,12
1820,4,30,68,233,12
1821,3,36,64,188,11
1822,3,39,66,206,12
1823,4,34,65,268,12
1824,3,38,61,183,11
1825,3,38,61,204,11
1826,3,42,62,185,11
1827,3,32,63,200,11
1828,3,27,64,249,11
1829,4,35,62,224,12
1830,4,44,65,220,12
1831,4,35,64,205,12
1832,3,35,62,188,11
1833,3,37,62,171,11
1834,3,34,62,207,11
1835,3,34,62,203,11
1836,3,34,61,207,11
1837,3,38,61,179,11
1838,4,45,64,223,12
1839,4,43,63,215,12
1840,3,34,63,181,11
1841,3,37,64,176,11
1842,3,37,62,203,11
1843,4,39,64,228,12
1844,3,40,60,208,11
1845,3,36,62,195,11
1847,3,37,60,201,11
1848,3,40,63,199,11
1849,2,34,58,188,10
1850,4,42,64,226,12
1851,3,36,60,210,11
1852,3,38,62,198,11
1853,4,42,65,221,12
1854,4,41,64,216,12
1855,3,38,61,197,11
1856,3,39,60,203,11
1857,3,41,63,193,11
1858,3,38,62,203,11
1859,4,37,63,206,12
1860,3,38,61,186,11
1861,3,43,64,215,12
1862,4,40,64,201,12
1863,3,37,62,202,11
1864,3,38,59,200,11
1865,3,39,62,207,11
1866,3,38,63,207,11
1867,3,35,64,210,11
1868,4,37,62,209,12
1869,3,38,62,202,11
1870,4,40,65,208,12
1871,3,36,59,207,11
1872,3,45,57,191,11
1873,4,32,64,221,12
1874,3,36,62,192,11
1875,4,32,65,184,11
1876,3,42,60,211,11
1877,3,41,60,184,11
1878,3,36,61,197,11
1879,4,36,63,209,12
1880,4,38,65,211,12
1881,4,35,64,214,12
1882,3,30,65,179,11
1883,3,46,64,206,12
1884,3,40,61,188,11
1885,4,44,60,211,12
1886,3,38,63,222,11
1888,4,40,65,224,12
1889,4,41,64,220,12
1890,3,34,61,170,10
1891,3,34,62,197,11
1892,3,35,61,173,11
1893,3,35,62,207,11
1894,3,44,61,228,12
1895,3,41,62,204,11
1896,4,37,64,217,12
1898,4,41,61,202,12
1899,3,27,64,195,10
1900,3,45,61,182,11
1901,4,32,64,227,12
1902,4,36,65,223,12
1903,4,40,64,221,12
1904,3,35,64,177,11
1905,3,41,62,211,11
1906,3,31,63,201,11
1907,3,34,63,198,11
1908,4,41,61,210,12
1909,3,46,60,229,11
1910,3,36,62,212,11
1911,4,37,62,229,12
1912,3,34,64,208,11
1913,3,38,61,208,11
1914,3,38,60,198,11
1915,4,41,62,222,12
1916,4,39,63,223,12
1917,4,39,61,221,12
1918,3,35,61,187,11
1919,3,33,61,203,11
1920,4,44,62,207,12
1921,4,40,61,201,12
1922,4,41,63,219,12
1923,3,38,58,205,11
1924,3,35,63,198,11
1925,3,37,62,209,11
1926,3,33,61,204,11
1927,3,35,62,195,11
1928,4,39,63,211,12
1929,4,37,65,220,12
1930,3,35,61,200,11
1931,3,52,57,181,11
1932,3,43,62,201,11
1933,3,31,68,194,11
1934,3,40,64,197,11
1935,4,32,58,186,11
1936,4,37,63,215,12
1937,3,36,62,197,11
1938,4,30,62,193,11
1939,3,38,61,205,11
1940,3,34,64,186,11
1941,3,30,68,183,11
1942,3,32,67,225,12
1943,4,40,64,229,12
1944,3,42,60,184,11
1945,4,28,63,202,11
1946,3,37,64,186,11
1947,3,37,60,200,11
1948,2,36,56,162,9
1949,4,34,62,224,12
1950,4,40,65,228,12
1951,3,42,61,185,11
1952,4,38,64,223,12
1953,3,38,61,206,11
1954,4,38,62,208,12
1955,4,38,65,219,12
1956,3,33,61,195,11
1957,3,36,61,199,11
1958,4,38,64,216,12
1959,3,36,65,194,11
1960,4,42,66,221,12
1961,3,40,66,207,12
1962,3,36,62,209,11
1963,3,31,61,198,11
1964,4,35,64,220,12
1965,3,47,65,143,11
1966,3,32,62,203,11
1967,4,38,63,209,11
1968,3,35,64,191,11
1969,3,34,62,201,11
1970,3,40,61,204,11
1971,3,37,65,184,11
1972,4,34,63,224,12
1973,3,32,62,202,11
1974,3,39,60,207,11
1975,4,38,61,213,12
1976,4,40,62,194,12
1977,3,38,62,206,11
1978,4,38,63,211,12
1979,3,30,64,192,11
1980,4,42,65,225,12
1981,3,37,64,207,11
1982,4,38,67,197,12
1983,4,40,63,210,12
1984,4,39,66,230,12
1985,4,31,63,183,11
1986,3,37,61,201,11
1987,3,36,62,203,11
1988,4,36,66,221,12
1989,4,35,68,207,12
1990,4,41,64,213,12
1991,3,37,65,200,11
1992,4,39,65,210,12
1993,3,38,60,193,11
1994,4,45,65,220,12
1995,3,31,63,189,11
1996,3,31,59,180,10
1997,2,32,63,272,11
1998,4,33,61,198,11
1999,3,31,65,250,11
2000,3,38,62,212,11
2001,3,38,61,206,11
2002,3,34,65,200,11
2003,4,39,63,207,12
2004,4,42,62,203,12
2005,3,35,63,205,11
2006,3,40,61,196,11
2007,3,36,61,189,11
2008,3,37,64,217,11
2009,4,38,69,225,12
2010,4,38,61,187,11
2011,3,36,61,203,11
2012,3,40,62,199,11
2013,3,38,67,186,11
2014,4,43,61,190,12
2015,4,46,59,215,12
2016,3,34,63,185,11
2017,2,37,62,223,11
2018,3,37,63,214,11
2019,4,41,63,218,12
2020,4,36,64,202,12
2021,3,37,60,203,11
2022,3,35,61,195,11
2023,3,38,64,238,12
2024,3,39,69,170,11
2025,3,40,61,175,11
2026,4,39,63,195,12
2027,3,39,61,198,11
2028,3,38,69,198,12
2029,3,38,63,172,11
2030,4,32,67,198,12
2031,3,45,61,198,11
2032,3,39,60,186,11
2033,3,36,61,172,11
2034,3,40,57,230,11
2035,3,39,62,194,11
2036,3,33,64,202,11
2037,2,29,68,244,11
2038,4,39,64,208,12
2039,4,38,63,216,12
2040,3,36,62,181,11
2041,3,37,58,217,11
2042,4,43,68,202,12
2043,4,49,60,275,13
2044,3,36,63,205,11
2045,3,33,65,249,11
2046,4,31,61,193,11
2047,4,39,65,219,12
2048,3,31,63,184,11
2049,3,40,60,191,11
2050,3,45,55,247,11
2051,4,39,62,216,12
2052,3,46,59,306,12
2053,3,37,65,183,11
2054,3,57,57,195,11
2055,4,46,60,291,13
2056,3,40,57,231,11
2057,3,50,58,184,11
2058,4,43,62,205,12
2059,3,32,61,198,11
2060,4,46,61,276,13
2061,4,38,63,215,12
2062,3,43,61,219,11
2063,4,49,61,271,13
2064,2,34,59,177,10
2065,2,39,55,234,10
2066,3,39,65,232,12
2067,4,49,62,301,13
2071,3,38,62,208,11
2072,3,38,62,200,11
2073,4,54,58,309,13
2075,3,36,62,183,11
2076,3,41,65,226,12
2077,3,34,62,180,11
2078,4,54,54,185,11
2079,3,39,64,199,11
2080,3,42,60,209,11
2082,3,30,66,226,11
2083,4,42,70,195,12
2084,4,40,68,265,13
2085,3,44,61,227,11
2086,4,41,61,207,12
2087,3,52,55,231,11
2088,4,40,61,233,12
2089,3,29,61,204,11
2092,2,36,64,228,11
2093,3,34,64,187,11
2094,4,36,62,246,12
2095,4,41,63,221,12
2096,4,37,69,237,12
2097,3,34,62,196,11
2098,3,49,58,238,11
2099,4,54,60,247,12
2100,2,38,60,250,11
2101,4,50,62,232,12
2102,4,44,63,231,12
2103,3,43,57,230,11
2104,3,43,60,241,11
2105,3,45,56,278,11
2106,3,31,64,205,11
2107,4,40,64,228,12
2108,3,34,61,190,11
2109,4,40,63,223,12
2110,4,37,59,274,12
2111,3,40,60,181,11
2112,3,41,65,211,11
2113,4,42,66,198,12
2114,4,40,63,236,12
2115,2,37,57,278,11
2116,3,36,62,171,11
2117,3,35,62,192,11
2118,2,47,61,239,11
2119,2,13,59,334,10
2122,3,40,61,187,11
2123,3,41,60,208,11
2124,3,39,56,243,11
2125,2,43,59,275,11
2126,3,31,63,198,11
2127,3,47,60,224,11
2128,4,32,60,266,11
2129,3,32,66,176,11
2130,3,46,58,215,11
2131,4,42,64,229,12
2132,3,32,64,204,11
2133,4,39,64,240,12
2134,4,42,64,224,12
2135,3,39,62,215,11
2136,4,36,64,218,12
2137,4,34,65,242,12
2138,3,35,62,220,11
2139,4,36,62,264,12
2140,3,34,61,222,11
2141,3,32,61,277,11
2142,4,41,63,233,12
2143,4,38,63,216,12
2144,4,42,60,312,13
2145,3,37,62,219,11
2146,2,38,61,194,10
2147,3,33,61,230,11
2148,3,56,56,217,11
2149,4,39,65,208,12
2150,4,43,60,239,12
2151,3,40,62,217,11
2152,3,34,66,226,12
2153,4,40,63,233,12
2154,4,35,62,240,12
2155,4,42,66,257,13
2156,4,47,62,262,13
2157,3,26,69,172,11
2158,3,35,70,193,12
2159,3,43,58,216,11
2160,4,48,62,255,13
2161,3,36,61,215,11
2162,3,25,61,235,11
2163,4,31,63,253,12
2164,4,40,66,244,13
2165,4,39,63,230,12
2166,4,52,62,223,12
2167,4,38,63,300,13
2168,3,37,62,218,11
2169,4,44,64,239,12
2170,3,38,61,216,11
2171,3,36,59,229,11
2172,3,33,62,206,11
2173,4,48,61,271,13
2174,3,34,63,218,11
2175,4,46,63,269,13
2176,3,36,61,236,11
2178,2,29,62,194,10
2179,3,39,61,197,11
2180,4,44,68,273,13
2181,4,52,59,299,13
2182,4,46,57,258,12
2183,3,39,66,208,12
2184,4,40,65,232,12
2185,3,54,55,223,11
2190,4,42,65,271,13
2191,4,45,69,226,13
2192,3,39,58,211,11
2193,3,38,62,221,11
2194,4,37,62,249,12
2195,4,33,66,294,13
2197,4,35,68,234,12
2198,4,45,62,226,12
2199,3,38,59,215,11
2200,4,41,64,239,12
2201,4,37,63,242,12
2202,3,37,62,219,11
2203,3,37,61,227,11
2204,4,41,67,235,13
2205,4,42,67,242,13
2206,3,37,62,183,11
2207,3,39,62,240,11
2208,4,40,65,203,12
2209,4,37,63,260,12
2210,3,32,61,199,11
2211,3,37,62,218,11
2212,4,42,63,232,12
2213,4,44,64,262,13
2214,3,37,58,240,11
2215,4,43,66,235,13
2216,4,47,65,248,13
2217,3,39,64,238,12
2218,3,35,60,220,11
2219,3,38,62,206,11
2220,4,43,57,201,11
2221,4,41,63,245,12
2222,4,37,63,238,12
2223,3,39,59,230,11
2224,3,44,65,187,11
2225,4,41,62,232,12
2226,3,36,61,217,11
2227,4,44,64,261,13
2228,4,38,61,224,12
2229,4,37,60,262,12
2230,3,31,64,194,11
2231,4,38,61,211,12
2232,4,38,62,208,12
2233,4,42,66,250,13
2234,4,39,64,246,12
2235,3,45,58,215,11
2236,4,54,68,205,13
2237,3,46,69,211,12
2240,4,38,66,235,12
2241,3,37,62,283,12
2242,3,40,64,216,11
2243,4,44,65,258,13
2244,4,42,63,238,12
2245,3,46,60,246,12
2246,3,42,63,237,12
2247,3,41,60,204,11
2248,4,36,65,301,13
2249,3,33,61,211,11
2250,3,35,62,225,11
2251,4,38,61,238,12
2252,3,48,59,219,11
2253,4,42,60,253,12
2254,3,41,67,252,12
2255,3,39,58,228,11
2256,4,37,61,220,12
2257,3,37,60,204,11
2258,3,38,57,209,11
2259,4,34,59,262,12
2260,4,53,62,230,13
2261,3,39,62,215,11
2262,2,43,59,278,11
2263,3,31,62,193,11
2264,3,40,63,240,12
2265,4,37,61,205,11
2266,3,39,59,196,11
2267,4,39,60,232,12
2268,4,33,57,196,11
2269,4,39,63,295,13
2270,4,43,65,259,13
2271,4,43,60,304,13
2272,3,34,60,211,11
2273,4,52,56,171,11
2274,4,48,67,271,13
2275,4,35,61,214,11
2276,3,40,66,249,12
2277,4,44,63,214,12
2278,3,42,62,218,11
2279,4,41,64,235,12
2280,4,35,60,187,11
2281,3,54,57,246,12
2282,4,55,60,284,13
2283,4,38,63,236,12
2284,2,32,59,201,10
2285,3,36,60,211,11
2286,4,37,60,217,11
2287,3,33,62,204,11
2288,4,38,65,209,12
2289,3,38,62,230,11
2290,3,42,59,227,11
2291,3,37,61,196,11
2292,4,36,64,209,12
2293,3,33,57,238,11
2294,3,43,63,234,12
2295,4,44,62,236,12
2296,4,41,66,249,13
2297,4,39,61,228,12
2298,3,43,65,287,12
2299,5,47,61,233,13
2300,3,50,58,207,11
2301,3,50,48,197,10
2302,4,47,58,248,12
2304,3,54,50,213,10
2305,4,41,65,233,12
2306,4,40,63,211,12
2307,3,45,64,253,12
2308,3,51,56,220,11
2309,3,32,63,200,11
2311,3,40,53,233,10
2312,3,32,62,253,11
2313,4,48,68,202,13
2314,4,37,61,223,12
2315,4,44,57,195,11
2316,4,43,66,244,13
2317,3,41,63,249,12
2318,4,52,58,196,12
2319,4,43,65,269,13
2320,4,38,61,214,12
2321,3,44,60,222,11
2322,4,41,62,223,12
2323,4,44,61,231,12
2324,4,50,58,197,12
2325,3,40,63,238,12
2326,3,38,62,226,11
2327,4,45,64,231,12
2328,4,40,61,211,12
2329,4,42,66,245,13
2330,3,38,59,221,11
2331,4,46,65,226,12
2332,3,38,60,204,11
2333,4,37,63,219,12
2334,3,37,57,220,11
2335,4,39,57,270,12
2336,3,51,57,196,11
2337,3,42,66,243,12
2338,3,42,54,227,10
2339,4,40,60,230,12
2340,3,44,56,243,11
2341,3,39,62,225,11
2342,2,36,59,188,10
2343,4,38,62,219,12
2344,4,48,64,242,13
2345,4,33,64,217,12
2346,4,58,57,233,12
2347,4,48,61,265,13
2348,4,34,63,217,12
2349,2,35,59,201,10
2350,4,40,58,197,11
2351,4,41,66,248,13
2352,3,38,62,221,11
2353,3,39,59,217,11
2354,3,35,66,238,12
2355,2,37,64,226,11
2356,3,44,58,230,11
2357,4,43,65,233,12
2358,4,33,59,193,11
2359,3,38,63,303,12
2360,3,42,64,237,12
2361,3,51,59,262,12
2362,4,44,63,267,13
2363,4,38,61,228,12
2364,3,39,59,191,11
2365,3,39,58,226,11
2366,3,48,65,237,12
2367,2,43,58,229,11
2368,4,42,65,267,13
2369,3,37,62,216,11
2370,4,42,65,233,12
2371,3,35,58,183,10
2372,2,38,57,247,NA
2373,3,36,61,219,11
2374,4,38,63,224,12
2375,3,42,59,244,11
2376,4,47,64,249,13
2377,3,42,57,225,11
2378,3,38,59,226,11
2379,4,45,65,238,12
2380,4,46,63,268,13
2381,3,32,61,201,11
2382,4,37,62,228,12
2383,3,48,56,225,11
2384,4,39,67,282,13
2385,3,35,56,293,11
2386,3,36,65,191,11
2387,2,29,60,312,11
2388,3,36,61,269,12
2389,4,33,62,229,12
2390,4,36,70,262,13
2391,3,41,61,316,12
2392,3,40,62,215,11
2393,2,28,60,196,10
2394,3,39,61,293,12
2395,2,30,59,197,10
2396,3,40,60,232,11
2397,3,39,61,218,11
2398,4,37,64,249,12
2399,4,46,67,214,13
2400,4,43,65,262,13
2401,4,37,60,206,11
2402,3,39,65,238,12
2403,4,42,63,227,12
2404,3,44,58,230,11
2405,4,43,65,223,12
2406,4,38,61,225,12
2407,2,33,61,290,11
2408,4,40,66,246,13
